time-date,ecg
09:30:05.461 31/01/2003,  0.000
09:30:05.469 31/01/2003, -0.012
09:30:05.477 31/01/2003, -0.006
09:30:05.484 31/01/2003, -0.006
09:30:05.492 31/01/2003,  0.012
09:30:05.500 31/01/2003,  0.006
09:30:05.508 31/01/2003,  0.000
09:30:05.516 31/01/2003,  0.006
09:30:05.523 31/01/2003,  0.000
09:30:05.531 31/01/2003,  0.000
09:30:05.539 31/01/2003, -0.006
09:30:05.547 31/01/2003,  0.006
09:30:05.555 31/01/2003,  0.006
09:30:05.563 31/01/2003,  0.012
09:30:05.570 31/01/2003,  0.006
09:30:05.578 31/01/2003,  0.000
09:30:05.586 31/01/2003,  0.000
09:30:05.594 31/01/2003,  0.006
09:30:05.602 31/01/2003, -0.018
09:30:05.609 31/01/2003,  0.006
09:30:05.617 31/01/2003,  0.012
09:30:05.625 31/01/2003, -0.006
09:30:05.633 31/01/2003,  0.006
09:30:05.641 31/01/2003,  0.000
09:30:05.648 31/01/2003, -0.012
09:30:05.656 31/01/2003,  0.006
09:30:05.664 31/01/2003, -0.012
09:30:05.672 31/01/2003, -0.012
09:30:05.680 31/01/2003,  0.018
09:30:05.688 31/01/2003,  0.000
09:30:05.695 31/01/2003,  0.006
09:30:05.703 31/01/2003,  0.006
09:30:05.711 31/01/2003, -0.006
09:30:05.719 31/01/2003,  0.000
09:30:05.727 31/01/2003, -0.012
09:30:05.734 31/01/2003, -0.006
09:30:05.742 31/01/2003,  0.006
09:30:05.750 31/01/2003,  0.012
09:30:05.758 31/01/2003,  0.006
09:30:05.766 31/01/2003,  0.006
09:30:05.773 31/01/2003,  0.006
09:30:05.781 31/01/2003, -0.006
09:30:05.789 31/01/2003, -0.012
09:30:05.797 31/01/2003,  0.000
09:30:05.805 31/01/2003,  0.000
09:30:05.813 31/01/2003,  0.006
09:30:05.820 31/01/2003,  0.006
09:30:05.828 31/01/2003,  0.000
09:30:05.836 31/01/2003, -0.006
09:30:05.844 31/01/2003,  0.012
09:30:05.852 31/01/2003, -0.018
09:30:05.859 31/01/2003,  0.000
09:30:05.867 31/01/2003,  0.006
09:30:05.875 31/01/2003, -0.006
09:30:05.883 31/01/2003,  0.006
09:30:05.891 31/01/2003,  0.000
09:30:05.898 31/01/2003, -0.006
09:30:05.906 31/01/2003,  0.006
09:30:05.914 31/01/2003,  0.000
09:30:05.922 31/01/2003, -0.018
09:30:05.930 31/01/2003,  0.024
09:30:05.938 31/01/2003,  0.000
09:30:05.945 31/01/2003,  0.006
09:30:05.953 31/01/2003,  0.006
09:30:05.961 31/01/2003, -0.006
09:30:05.969 31/01/2003,  0.000
09:30:05.977 31/01/2003,  0.000
09:30:05.984 31/01/2003, -0.012
09:30:05.992 31/01/2003,  0.006
09:30:06.000 31/01/2003,  0.006
09:30:06.008 31/01/2003,  0.000
09:30:06.016 31/01/2003,  0.006
09:30:06.023 31/01/2003,  0.000
09:30:06.031 31/01/2003,  0.000
09:30:06.039 31/01/2003, -0.012
09:30:06.047 31/01/2003, -0.006
09:30:06.055 31/01/2003, -0.006
09:30:06.063 31/01/2003,  0.012
09:30:06.070 31/01/2003,  0.000
09:30:06.078 31/01/2003,  0.000
09:30:06.086 31/01/2003,  0.000
09:30:06.094 31/01/2003,  0.006
09:30:06.102 31/01/2003, -0.012
09:30:06.109 31/01/2003, -0.006
09:30:06.117 31/01/2003,  0.006
09:30:06.125 31/01/2003, -0.006
09:30:06.133 31/01/2003,  0.006
09:30:06.141 31/01/2003,  0.006
09:30:06.148 31/01/2003, -0.012
09:30:06.156 31/01/2003,  0.000
09:30:06.164 31/01/2003, -0.006
09:30:06.172 31/01/2003, -0.024
09:30:06.180 31/01/2003,  0.024
09:30:06.188 31/01/2003,  0.006
09:30:06.195 31/01/2003,  0.000
09:30:06.203 31/01/2003,  0.006
09:30:06.211 31/01/2003, -0.006
09:30:06.219 31/01/2003, -0.006
09:30:06.227 31/01/2003,  0.000
09:30:06.234 31/01/2003, -0.018
09:30:06.242 31/01/2003,  0.006
09:30:06.250 31/01/2003,  0.012
09:30:06.258 31/01/2003, -0.006
09:30:06.266 31/01/2003,  0.006
09:30:06.273 31/01/2003,  0.000
09:30:06.281 31/01/2003,  0.000
09:30:06.289 31/01/2003, -0.012
09:30:06.297 31/01/2003, -0.006
09:30:06.305 31/01/2003, -0.006
09:30:06.313 31/01/2003,  0.012
09:30:06.320 31/01/2003,  0.000
09:30:06.328 31/01/2003, -0.006
09:30:06.336 31/01/2003, -0.006
09:30:06.344 31/01/2003,  0.000
09:30:06.352 31/01/2003, -0.012
09:30:06.359 31/01/2003, -0.018
09:30:06.367 31/01/2003,  0.012
09:30:06.375 31/01/2003, -0.006
09:30:06.383 31/01/2003,  0.000
09:30:06.391 31/01/2003,  0.000
09:30:06.398 31/01/2003, -0.012
09:30:06.406 31/01/2003, -0.006
09:30:06.414 31/01/2003, -0.006
09:30:06.422 31/01/2003, -0.024
09:30:06.430 31/01/2003,  0.006
09:30:06.438 31/01/2003, -0.006
09:30:06.445 31/01/2003, -0.018
09:30:06.453 31/01/2003,  0.000
09:30:06.461 31/01/2003, -0.018
09:30:06.469 31/01/2003, -0.018
09:30:06.477 31/01/2003, -0.012
09:30:06.484 31/01/2003, -0.024
09:30:06.492 31/01/2003, -0.006
09:30:06.500 31/01/2003,  0.000
09:30:06.508 31/01/2003, -0.024
09:30:06.516 31/01/2003, -0.006
09:30:06.523 31/01/2003, -0.012
09:30:06.531 31/01/2003, -0.012
09:30:06.539 31/01/2003, -0.018
09:30:06.547 31/01/2003, -0.018
09:30:06.555 31/01/2003, -0.012
09:30:06.563 31/01/2003, -0.006
09:30:06.570 31/01/2003, -0.006
09:30:06.578 31/01/2003, -0.012
09:30:06.586 31/01/2003, -0.018
09:30:06.594 31/01/2003, -0.012
09:30:06.602 31/01/2003, -0.018
09:30:06.609 31/01/2003, -0.024
09:30:06.617 31/01/2003,  0.012
09:30:06.625 31/01/2003, -0.012
09:30:06.633 31/01/2003, -0.018
09:30:06.641 31/01/2003, -0.006
09:30:06.648 31/01/2003, -0.024
09:30:06.656 31/01/2003, -0.012
09:30:06.664 31/01/2003, -0.018
09:30:06.672 31/01/2003, -0.030
09:30:06.680 31/01/2003,  0.000
09:30:06.688 31/01/2003, -0.018
09:30:06.695 31/01/2003, -0.018
09:30:06.703 31/01/2003, -0.012
09:30:06.711 31/01/2003, -0.018
09:30:06.719 31/01/2003, -0.024
09:30:06.727 31/01/2003, -0.018
09:30:06.734 31/01/2003, -0.012
09:30:06.742 31/01/2003, -0.012
09:30:06.750 31/01/2003, -0.012
09:30:06.758 31/01/2003, -0.012
09:30:06.766 31/01/2003, -0.018
09:30:06.773 31/01/2003, -0.018
09:30:06.781 31/01/2003, -0.012
09:30:06.789 31/01/2003, -0.030
09:30:06.797 31/01/2003, -0.018
09:30:06.805 31/01/2003, -0.006
09:30:06.813 31/01/2003, -0.024
09:30:06.820 31/01/2003, -0.012
09:30:06.828 31/01/2003, -0.012
09:30:06.836 31/01/2003, -0.024
09:30:06.844 31/01/2003, -0.012
09:30:06.852 31/01/2003, -0.024
09:30:06.859 31/01/2003, -0.018
09:30:06.867 31/01/2003, -0.012
09:30:06.875 31/01/2003, -0.012
09:30:06.883 31/01/2003, -0.018
09:30:06.891 31/01/2003, -0.024
09:30:06.898 31/01/2003, -0.012
09:30:06.906 31/01/2003, -0.024
09:30:06.914 31/01/2003, -0.024
09:30:06.922 31/01/2003, -0.006
09:30:06.930 31/01/2003, -0.018
09:30:06.938 31/01/2003, -0.018
09:30:06.945 31/01/2003, -0.006
09:30:06.953 31/01/2003, -0.030
09:30:06.961 31/01/2003, -0.024
09:30:06.969 31/01/2003, -0.024
09:30:06.977 31/01/2003, -0.030
09:30:06.984 31/01/2003, -0.012
09:30:06.992 31/01/2003, -0.012
09:30:07.000 31/01/2003, -0.030
09:30:07.008 31/01/2003, -0.024
09:30:07.016 31/01/2003, -0.024
09:30:07.023 31/01/2003, -0.024
09:30:07.031 31/01/2003, -0.030
09:30:07.039 31/01/2003, -0.018
09:30:07.047 31/01/2003, -0.012
09:30:07.055 31/01/2003, -0.024
09:30:07.063 31/01/2003, -0.012
09:30:07.070 31/01/2003, -0.024
09:30:07.078 31/01/2003, -0.024
09:30:07.086 31/01/2003, -0.012
09:30:07.094 31/01/2003, -0.036
09:30:07.102 31/01/2003, -0.024
09:30:07.109 31/01/2003, -0.006
09:30:07.117 31/01/2003, -0.024
09:30:07.125 31/01/2003, -0.012
09:30:07.133 31/01/2003, -0.018
09:30:07.141 31/01/2003, -0.012
09:30:07.148 31/01/2003, -0.036
09:30:07.156 31/01/2003, -0.018
09:30:07.164 31/01/2003, -0.012
09:30:07.172 31/01/2003, -0.018
09:30:07.180 31/01/2003, -0.012
09:30:07.188 31/01/2003, -0.018
09:30:07.195 31/01/2003, -0.030
09:30:07.203 31/01/2003, -0.012
09:30:07.211 31/01/2003, -0.024
09:30:07.219 31/01/2003, -0.024
09:30:07.227 31/01/2003, -0.006
09:30:07.234 31/01/2003, -0.018
09:30:07.242 31/01/2003, -0.018
09:30:07.250 31/01/2003, -0.012
09:30:07.258 31/01/2003, -0.018
09:30:07.266 31/01/2003, -0.024
09:30:07.273 31/01/2003, -0.024
09:30:07.281 31/01/2003, -0.012
09:30:07.289 31/01/2003, -0.018
09:30:07.297 31/01/2003, -0.018
09:30:07.305 31/01/2003, -0.012
09:30:07.313 31/01/2003, -0.030
09:30:07.320 31/01/2003, -0.012
09:30:07.328 31/01/2003, -0.012
09:30:07.336 31/01/2003, -0.036
09:30:07.344 31/01/2003, -0.006
09:30:07.352 31/01/2003, -0.018
09:30:07.359 31/01/2003, -0.018
09:30:07.367 31/01/2003, -0.012
09:30:07.375 31/01/2003, -0.018
09:30:07.383 31/01/2003, -0.018
09:30:07.391 31/01/2003, -0.024
09:30:07.398 31/01/2003, -0.012
09:30:07.406 31/01/2003, -0.018
09:30:07.414 31/01/2003, -0.024
09:30:07.422 31/01/2003, -0.006
09:30:07.430 31/01/2003, -0.018
09:30:07.438 31/01/2003, -0.018
09:30:07.445 31/01/2003, -0.012
09:30:07.453 31/01/2003, -0.036
09:30:07.461 31/01/2003, -0.018
09:30:07.469 31/01/2003, -0.006
09:30:07.477 31/01/2003, -0.024
09:30:07.484 31/01/2003, -0.018
09:30:07.492 31/01/2003, -0.012
09:30:07.500 31/01/2003, -0.018
09:30:07.508 31/01/2003, -0.030
09:30:07.516 31/01/2003, -0.024
09:30:07.523 31/01/2003, -0.006
09:30:07.531 31/01/2003, -0.024
09:30:07.539 31/01/2003, -0.006
09:30:07.547 31/01/2003, -0.012
09:30:07.555 31/01/2003, -0.024
09:30:07.563 31/01/2003, -0.012
09:30:07.570 31/01/2003, -0.024
09:30:07.578 31/01/2003, -0.024
09:30:07.586 31/01/2003,  0.000
09:30:07.594 31/01/2003, -0.018
09:30:07.602 31/01/2003, -0.018
09:30:07.609 31/01/2003, -0.018
09:30:07.617 31/01/2003, -0.012
09:30:07.625 31/01/2003, -0.024
09:30:07.633 31/01/2003, -0.024
09:30:07.641 31/01/2003,  0.000
09:30:07.648 31/01/2003, -0.018
09:30:07.656 31/01/2003, -0.018
09:30:07.664 31/01/2003, -0.006
09:30:07.672 31/01/2003, -0.024
09:30:07.680 31/01/2003, -0.018
09:30:07.688 31/01/2003, -0.018
09:30:07.695 31/01/2003, -0.024
09:30:07.703 31/01/2003, -0.006
09:30:07.711 31/01/2003, -0.006
09:30:07.719 31/01/2003, -0.012
09:30:07.727 31/01/2003, -0.018
09:30:07.734 31/01/2003, -0.012
09:30:07.742 31/01/2003, -0.018
09:30:07.750 31/01/2003, -0.030
09:30:07.758 31/01/2003,  0.006
09:30:07.766 31/01/2003, -0.006
09:30:07.773 31/01/2003, -0.018
09:30:07.781 31/01/2003,  0.000
09:30:07.789 31/01/2003, -0.012
09:30:07.797 31/01/2003, -0.012
09:30:07.805 31/01/2003, -0.012
09:30:07.813 31/01/2003, -0.018
09:30:07.820 31/01/2003, -0.012
09:30:07.828 31/01/2003, -0.006
09:30:07.836 31/01/2003, -0.012
09:30:07.844 31/01/2003, -0.018
09:30:07.852 31/01/2003, -0.012
09:30:07.859 31/01/2003, -0.012
09:30:07.867 31/01/2003, -0.036
09:30:07.875 31/01/2003,  0.000
09:30:07.883 31/01/2003,  0.000
09:30:07.891 31/01/2003, -0.024
09:30:07.898 31/01/2003, -0.006
09:30:07.906 31/01/2003, -0.018
09:30:07.914 31/01/2003, -0.018
09:30:07.922 31/01/2003, -0.018
09:30:07.930 31/01/2003, -0.024
09:30:07.938 31/01/2003, -0.012
09:30:07.945 31/01/2003,  0.000
09:30:07.953 31/01/2003, -0.012
09:30:07.961 31/01/2003, -0.012
09:30:07.969 31/01/2003, -0.018
09:30:07.977 31/01/2003, -0.006
09:30:07.984 31/01/2003, -0.024
09:30:07.992 31/01/2003, -0.018
09:30:08.000 31/01/2003,  0.012
09:30:08.008 31/01/2003, -0.018
09:30:08.016 31/01/2003, -0.012
09:30:08.023 31/01/2003, -0.006
09:30:08.031 31/01/2003, -0.024
09:30:08.039 31/01/2003, -0.006
09:30:08.047 31/01/2003, -0.012
09:30:08.055 31/01/2003, -0.030
09:30:08.063 31/01/2003,  0.012
09:30:08.070 31/01/2003, -0.006
09:30:08.078 31/01/2003, -0.012
09:30:08.086 31/01/2003, -0.006
09:30:08.094 31/01/2003, -0.006
09:30:08.102 31/01/2003, -0.018
09:30:08.109 31/01/2003, -0.018
09:30:08.117 31/01/2003,  0.000
09:30:08.125 31/01/2003, -0.006
09:30:08.133 31/01/2003, -0.006
09:30:08.141 31/01/2003, -0.006
09:30:08.148 31/01/2003, -0.012
09:30:08.156 31/01/2003, -0.012
09:30:08.164 31/01/2003, -0.006
09:30:08.172 31/01/2003, -0.030
09:30:08.180 31/01/2003, -0.006
09:30:08.188 31/01/2003,  0.006
09:30:08.195 31/01/2003, -0.018
09:30:08.203 31/01/2003, -0.006
09:30:08.211 31/01/2003, -0.006
09:30:08.219 31/01/2003, -0.018
09:30:08.227 31/01/2003, -0.006
09:30:08.234 31/01/2003, -0.024
09:30:08.242 31/01/2003, -0.018
09:30:08.250 31/01/2003,  0.012
09:30:08.258 31/01/2003, -0.012
09:30:08.266 31/01/2003, -0.012
09:30:08.273 31/01/2003, -0.006
09:30:08.281 31/01/2003, -0.018
09:30:08.289 31/01/2003, -0.012
09:30:08.297 31/01/2003, -0.006
09:30:08.305 31/01/2003, -0.024
09:30:08.313 31/01/2003,  0.012
09:30:08.320 31/01/2003, -0.006
09:30:08.328 31/01/2003, -0.012
09:30:08.336 31/01/2003,  0.000
09:30:08.344 31/01/2003, -0.012
09:30:08.352 31/01/2003, -0.018
09:30:08.359 31/01/2003, -0.018
09:30:08.367 31/01/2003, -0.006
09:30:08.375 31/01/2003,  0.000
09:30:08.383 31/01/2003,  0.000
09:30:08.391 31/01/2003, -0.006
09:30:08.398 31/01/2003, -0.012
09:30:08.406 31/01/2003, -0.006
09:30:08.414 31/01/2003,  0.000
09:30:08.422 31/01/2003, -0.024
09:30:08.430 31/01/2003, -0.006
09:30:08.438 31/01/2003,  0.000
09:30:08.445 31/01/2003, -0.006
09:30:08.453 31/01/2003,  0.000
09:30:08.461 31/01/2003, -0.006
09:30:08.469 31/01/2003, -0.018
09:30:08.477 31/01/2003,  0.000
09:30:08.484 31/01/2003, -0.012
09:30:08.492 31/01/2003, -0.012
09:30:08.500 31/01/2003,  0.012
09:30:08.508 31/01/2003, -0.006
09:30:08.516 31/01/2003, -0.006
09:30:08.523 31/01/2003,  0.000
09:30:08.531 31/01/2003, -0.012
09:30:08.539 31/01/2003, -0.006
09:30:08.547 31/01/2003, -0.006
09:30:08.555 31/01/2003, -0.024
09:30:08.563 31/01/2003,  0.012
09:30:08.570 31/01/2003,  0.000
09:30:08.578 31/01/2003, -0.006
09:30:08.586 31/01/2003,  0.006
09:30:08.594 31/01/2003, -0.006
09:30:08.602 31/01/2003, -0.012
09:30:08.609 31/01/2003,  0.006
09:30:08.617 31/01/2003, -0.012
09:30:08.625 31/01/2003,  0.000
09:30:08.633 31/01/2003,  0.012
09:30:08.641 31/01/2003, -0.012
09:30:08.648 31/01/2003,  0.000
09:30:08.656 31/01/2003,  0.000
09:30:08.664 31/01/2003, -0.018
09:30:08.672 31/01/2003,  0.000
09:30:08.680 31/01/2003, -0.006
09:30:08.688 31/01/2003, -0.012
09:30:08.695 31/01/2003,  0.012
09:30:08.703 31/01/2003,  0.000
09:30:08.711 31/01/2003, -0.012
09:30:08.719 31/01/2003,  0.000
09:30:08.727 31/01/2003, -0.006
09:30:08.734 31/01/2003, -0.012
09:30:08.742 31/01/2003, -0.006
09:30:08.750 31/01/2003,  0.000
09:30:08.758 31/01/2003,  0.006
09:30:08.766 31/01/2003,  0.000
09:30:08.773 31/01/2003, -0.006
09:30:08.781 31/01/2003,  0.000
09:30:08.789 31/01/2003, -0.006
09:30:08.797 31/01/2003, -0.006
09:30:08.805 31/01/2003, -0.012
09:30:08.813 31/01/2003,  0.006
09:30:08.820 31/01/2003,  0.006
09:30:08.828 31/01/2003,  0.006
09:30:08.836 31/01/2003,  0.000
09:30:08.844 31/01/2003, -0.006
09:30:08.852 31/01/2003, -0.006
09:30:08.859 31/01/2003,  0.006
09:30:08.867 31/01/2003, -0.018
09:30:08.875 31/01/2003,  0.000
09:30:08.883 31/01/2003,  0.006
09:30:08.891 31/01/2003,  0.000
09:30:08.898 31/01/2003,  0.000
09:30:08.906 31/01/2003,  0.000
09:30:08.914 31/01/2003, -0.012
09:30:08.922 31/01/2003,  0.000
09:30:08.930 31/01/2003, -0.006
09:30:08.938 31/01/2003, -0.012
09:30:08.945 31/01/2003,  0.006
09:30:08.953 31/01/2003,  0.000
09:30:08.961 31/01/2003,  0.000
09:30:08.969 31/01/2003,  0.006
09:30:08.977 31/01/2003, -0.012
09:30:08.984 31/01/2003,  0.000
09:30:08.992 31/01/2003,  0.000
09:30:09.000 31/01/2003, -0.024
09:30:09.008 31/01/2003,  0.000
09:30:09.016 31/01/2003,  0.006
09:30:09.023 31/01/2003, -0.006
09:30:09.031 31/01/2003,  0.000
09:30:09.039 31/01/2003, -0.006
09:30:09.047 31/01/2003, -0.012
09:30:09.055 31/01/2003,  0.000
09:30:09.063 31/01/2003, -0.018
09:30:09.070 31/01/2003, -0.006
09:30:09.078 31/01/2003,  0.006
09:30:09.086 31/01/2003, -0.006
09:30:09.094 31/01/2003,  0.000
09:30:09.102 31/01/2003,  0.000
09:30:09.109 31/01/2003, -0.018
09:30:09.117 31/01/2003,  0.000
09:30:09.125 31/01/2003, -0.006
09:30:09.133 31/01/2003, -0.024
09:30:09.141 31/01/2003,  0.012
09:30:09.148 31/01/2003,  0.000
09:30:09.156 31/01/2003, -0.006
09:30:09.164 31/01/2003,  0.006
09:30:09.172 31/01/2003, -0.012
09:30:09.180 31/01/2003,  0.000
09:30:09.188 31/01/2003,  0.000
09:30:09.195 31/01/2003, -0.024
09:30:09.203 31/01/2003,  0.006
09:30:09.211 31/01/2003,  0.006
09:30:09.219 31/01/2003, -0.006
09:30:09.227 31/01/2003,  0.006
09:30:09.234 31/01/2003, -0.006
09:30:09.242 31/01/2003, -0.006
09:30:09.250 31/01/2003,  0.006
09:30:09.258 31/01/2003, -0.012
09:30:09.266 31/01/2003, -0.006
09:30:09.273 31/01/2003,  0.018
09:30:09.281 31/01/2003,  0.000
09:30:09.289 31/01/2003,  0.000
09:30:09.297 31/01/2003,  0.006
09:30:09.305 31/01/2003, -0.012
09:30:09.313 31/01/2003, -0.006
09:30:09.320 31/01/2003,  0.000
09:30:09.328 31/01/2003, -0.018
09:30:09.336 31/01/2003,  0.018
09:30:09.344 31/01/2003,  0.006
09:30:09.352 31/01/2003, -0.006
09:30:09.359 31/01/2003,  0.012
09:30:09.367 31/01/2003, -0.006
09:30:09.375 31/01/2003, -0.006
09:30:09.383 31/01/2003,  0.006
09:30:09.391 31/01/2003, -0.024
09:30:09.398 31/01/2003,  0.006
09:30:09.406 31/01/2003,  0.012
09:30:09.414 31/01/2003, -0.006
09:30:09.422 31/01/2003,  0.006
09:30:09.430 31/01/2003, -0.006
09:30:09.438 31/01/2003, -0.006
09:30:09.445 31/01/2003,  0.006
09:30:09.453 31/01/2003, -0.012
09:30:09.461 31/01/2003, -0.012
09:30:09.469 31/01/2003,  0.024
09:30:09.477 31/01/2003,  0.000
09:30:09.484 31/01/2003,  0.000
09:30:09.492 31/01/2003,  0.000
09:30:09.500 31/01/2003, -0.006
09:30:09.508 31/01/2003,  0.000
09:30:09.516 31/01/2003,  0.000
09:30:09.523 31/01/2003, -0.018
09:30:09.531 31/01/2003,  0.018
09:30:09.539 31/01/2003,  0.012
09:30:09.547 31/01/2003,  0.000
09:30:09.555 31/01/2003,  0.006
09:30:09.563 31/01/2003,  0.000
09:30:09.570 31/01/2003, -0.012
09:30:09.578 31/01/2003,  0.000
09:30:09.586 31/01/2003, -0.018
09:30:09.594 31/01/2003,  0.006
09:30:09.602 31/01/2003,  0.012
09:30:09.609 31/01/2003, -0.006
09:30:09.617 31/01/2003,  0.006
09:30:09.625 31/01/2003,  0.006
09:30:09.633 31/01/2003, -0.012
09:30:09.641 31/01/2003,  0.000
09:30:09.648 31/01/2003, -0.012
09:30:09.656 31/01/2003, -0.012
09:30:09.664 31/01/2003,  0.024
09:30:09.672 31/01/2003,  0.000
09:30:09.680 31/01/2003,  0.000
09:30:09.688 31/01/2003,  0.006
09:30:09.695 31/01/2003, -0.012
09:30:09.703 31/01/2003, -0.006
09:30:09.711 31/01/2003,  0.000
09:30:09.719 31/01/2003, -0.012
09:30:09.727 31/01/2003,  0.012
09:30:09.734 31/01/2003,  0.006
09:30:09.742 31/01/2003,  0.000
09:30:09.750 31/01/2003,  0.006
09:30:09.758 31/01/2003,  0.000
09:30:09.766 31/01/2003, -0.006
09:30:09.773 31/01/2003,  0.006
09:30:09.781 31/01/2003, -0.012
09:30:09.789 31/01/2003,  0.006
09:30:09.797 31/01/2003,  0.018
09:30:09.805 31/01/2003, -0.006
09:30:09.813 31/01/2003,  0.000
09:30:09.820 31/01/2003,  0.000
09:30:09.828 31/01/2003, -0.006
09:30:09.836 31/01/2003, -0.006
09:30:09.844 31/01/2003,  0.000
09:30:09.852 31/01/2003, -0.006
09:30:09.859 31/01/2003,  0.024
09:30:09.867 31/01/2003,  0.006
09:30:09.875 31/01/2003,  0.000
09:30:09.883 31/01/2003,  0.006
09:30:09.891 31/01/2003,  0.000
09:30:09.898 31/01/2003, -0.006
09:30:09.906 31/01/2003, -0.006
09:30:09.914 31/01/2003, -0.012
09:30:09.922 31/01/2003,  0.006
09:30:09.930 31/01/2003,  0.012
09:30:09.938 31/01/2003, -0.012
09:30:09.945 31/01/2003,  0.000
09:30:09.953 31/01/2003, -0.006
09:30:09.961 31/01/2003, -0.006
09:30:09.969 31/01/2003, -0.006
09:30:09.977 31/01/2003, -0.006
09:30:09.984 31/01/2003,  0.000
09:30:09.992 31/01/2003,  0.012
